Platform,Post Timestamp,Likes,Shares,Comments,Engagement Rate,post_content,description
Instagram,53:12.2,876,105,182,47.03,delhi cm announces l exgratia bawana victims,delhi chief minister arvind kejriwal saturday announced compensation lakh kin people died bawana industrial area compensation lakh given injured added ordered inquiry killed people injured
Facebook,51:38.6,376,136,193,91.68,oppn seek impeach cji dipak misra sc crisis,stating judiciary crisis resolved communist party india marxist leader sitaram yechury tuesday said discussion opposition parties impeachment motion chief justice dipak misra added time executive play role intervene dispute senior judges
LinkedIn,00:06.2,104,80,237,13.19,bike taxi startup baxi raises funds partners patanjali,gurugrambased baxi raised undisclosed funding existing new investors cofounder ashutosh johri said adding bike taxi startup operationally profitable baxi partnered ramdevled patanjali customers order home deliveries nearby stores using baxi app patanjali staff use delivery bikes earn extra income johri added
Instagram,10:15.7,146,63,403,34.09,google alphago computer beats world champion china,googles goplaying ai alphago defeated world champion chinas yearold ke jie half point threematch series tuesday second time alphago gone headtohead master player public competition defeating south korean grandmaster lee sedol games
Instagram,02:06.7,361,150,307,16.78,bjp leader threatened deepika resigns party post,bjp leader suraj pal amu kept crore bounty beheading deepika padukone sanjay leela bhansali padmavati row resigned partys haryana chief media coordinator comes amu criticised cm manohar lal khattar meeting members shri rajput karni sena case criminal intimidation registered leader
Twitter,13:23.5,923,66,367,42.19,dawood ibrahims property mumbai auctioned crore,finance ministry thursday auctioned property owned gangster dawood ibrahim mumbais bhendi bazaar crore saifee burhani upliftment trust masulla building named amina mansion ibrahims mother fourth property acquired trust redevelopment project april supreme court ordered government seize dawoods properties
LinkedIn,28:40.8,321,114,487,29.09,death toll explosion pak election rally rises,death toll explosion hit election rally pakistans mastung town friday risen balochistans caretaker health minister faiz kakar said people injured attack bombing incident electionrelated violence pakistan week
Facebook,05:24.5,625,190,52,45.25,china pak increasing fleet procure jets timely sitharaman,speaking lok sabha defence minister nirmala sitharaman said post kargil china added aircraft pakistan doubled aircraft indias squadrons reduced sitharaman added defence purchases national security related timely procurement aircraft rafale deal prioirity india sensitive borders
Facebook,06:24.2,370,82,392,28.21,celebrity contestant priyank sharma evicted bigg boss,celebrity contestant priyank sharma evicted reality bigg boss im looking positives said priyank said turned wonderful year popular shows splitsvilla roadies bigg boss happened changed life completely
Instagram,30:19.5,118,72,422,110.47,blood pressure begins declining years death study,study based british citizens died aged older blood pressure gradually starts decrease years death decrease steepest patients dementia heart failure lateinlife weight loss high blood pressure longterm declines presence diagnoses
Twitter,01:31.4,107,37,90,14.89,defunct startup stayzilla faces insolvency nclt,online homestay aggregator stayzilla shut february ordered chennai bench national company law tribunal nclt initiate insolvency process petition filed stayzillas creditors jigsaw advertising claiming startup paid dues founded startup offered accommodations lodges guesthouses
Twitter,22:34.2,379,78,241,79.41,regional transport authority allowed bike taxis operate uttar pradesh districts including ghaziabad gautam budh nagar hapur bulandshahr conditions fulfilled order permit registering bike taxi according officials startups like rapido baxi ola uber provide bike taxis,dont need spend fortune cabs everyday reach office regularly espeically commute noida ghaziabadthe regional transport authority final given green signal bike taxis districts fall ghaziabad transport region bike taxis lighter pocket faster mode transportation people services available ghaziabad gautam budh nagar hapur bulandshahrthe bike taxi baxi service intended boost lastmile connectivity options conditions fulfilled order permit registering bike taxi according officials rta finally given green signal plying bike taxis year rta asked obtain terms conditions state administration sent headquarters conditions defined recently moved terms conditions rta finally approved mayank jyoti regional transport officer ghaziabad region told ht baxi services isnt new concept countries like vietnam thailand offer tourists citizens long time year oddeven occurred delhincr baxi services introduced gurgaon companies like rapido baxi mtaxi ola uber provide bike taxis gurgaon baxis currently operation tariffs fixed pst km psubsequent km fixed government motorcabs notification
Twitter,18:15.3,952,58,352,41.89,intel unveils flying car km range,american chipmaker intel unveiled twoseater air taxi range km collaboration german startup volocopter ces volocopter x features propellers flight time minutes battery split packs pair propellers
LinkedIn,30:36.0,79,189,431,14.82,pillow uses nasa tech prevent users sweating,usbased company simba developed pillow simba hybrid responds users body heat preventing sweating priced nearly pillow adjusts users allowing trapped air circulate surface stays cool pillow covered outlast material originally developed nasa protect astronauts temperature variations
Facebook,26:56.6,740,171,73,70.09,mi youngster received texts ipl auction,mumbai indians yearold spinner mayank markande took wickets sunrisers hyderabad thursday revealed flooded messages ipl auction bought lakh markande revealed playing match follow auction
Facebook,22:30.5,997,68,3,126.84,sensex closes mark time,benchmark index bse sensex closed mark time thursday ending new alltime high nse nifty closed record high surge came retail inflation eased record low raising expectations cut rates august
LinkedIn,50:24.4,899,22,346,121.83,uk startup creates postcardsized urine test use home,ukbased medtech startup testcard created athome postcardsized urine test similar pregnancy test analysed accompanying app provide immediate results urine test electronic components involved launch uk april testcard plans screen diabetes products india testcards cofounder cso andrew botham revealed
Twitter,58:35.4,86,147,261,10.78,gujarat artists created emmas beauty beast costume,brothers kasam juma artisans bhuj gujarat created bodice outfits worn actress emma watson film beauty beast pattern bodice handembroidered using technique called aari work revealed sinad osullivan assistant costume designer film
LinkedIn,24:19.1,103,72,183,7.28,stunt woman passes away sets deadpool,stunt woman named joy sj harris passed away sets upcoming superhero film deadpool starring ryan reynolds passed away motorcycle crashed glass pane stunt joy reportedly licensed professional african american female road racer wasnt wearing helmet time accident
LinkedIn,08:59.1,731,45,322,186.1,bjp cheated people jammu kashmir twice omar,jammu kashmir national conference leader omar abdullah monday said bjp cheated people jammu kashmir twice challenged party chief ministerial candidate assembly elections people deserve know bjp make cm mlas bjp abdullah added
Facebook,10:42.8,638,190,175,105.03,years sl dismissed zimbabwe odis lowest score,zimbabwe set record lowest odi total sri lanka bowled april zimbabwe played overs sri lanka giving seven runs extras dion ebrahim scoring ball sri lanka lost just wicket chased target overs
Instagram,26:59.0,393,90,123,42.95,courts set states try mps mlas centre sc,centre tuesday informed supreme court special courts set states exclusively deal criminal cases registered mps mlas delhi courts states like andhra pradesh telangana uttar pradesh bihar maharashtra sessions courts magisterial courts
Twitter,37:46.1,853,193,482,161.52,trump urges nasty terrorists,following terrorist attack targeting tube train london friday president donald trump said united states nasty fight terrorism calling larger tougher travel ban trump said internet terror groups main recruitment tool cut use better
LinkedIn,07:56.1,431,11,256,17.6,havent faced casting couch bollywood kriti sanon,actress kriti sanon opening journey film industry said faced casting couch bollywood signed agency thankfully sort happened added kriti said casting couch does exist bollywood office places toon
Instagram,53:16.6,372,131,135,23.4,tamil nadu farmers demanding loan waiver droughtrelief package near prime minister narendra modis residence detained sunday farmers reportedly decided resume protests tamil nadu chief minister edappadi palaniswami failed meet demands april farmers demands include drought relief package crore,scores tamil nadu farmers landed national capital sunday resume agitation loan waiver droughtrelief packagearound cultivators detained tried stage demonstration near prime ministers residence lok kalyan marg later taken parliament street police stationour demands met promised tamil nadu chief minister edappadi palaniswami union minister pon radhakrishnan decided resume protest days farmers leader p ayyakannu saidthe farmers southern state demanding drought relief package rs crore farm loan waiver setting cauvery management board centrethey join indefinite protest counterparts taking kisan mukti yatra reach jantar mantar july group led ayyakannu march staged novel protests holding human skulls outside prime ministers house stripping naked outside presidents drinking urine
LinkedIn,52:49.0,164,102,153,14.87,softbank vision fund invest bn grab reports,masayoshi sonled japanese conglomerate softbanks billion vision fund planning invest billion southeast asian ridehailing startup grab rise billion reports softbank bought stake worth million grab founded singaporebased startup raised billion till date
LinkedIn,51:34.5,116,30,390,44.41,tehreekehurriyat leader shot dead jammu kashmir,tehreekehurriyat teh district president hafizullah mir tuesday shot dead unidentified gunmen achabal area jammu kashmirs anantnag district comes days teh released statement alleging mir receiving life threats released jail month serving twoyear detention
LinkedIn,13:52.9,691,195,479,41.53,tinder cofounders sue parent match billion,group tinder cofounders executives sued parent company match group controlling shareholder iac seeking billion damages lawsuit claimed match iac deliberately undervalued dating app avoid paying billions dollars deprived employees cashing stock options
Facebook,35:06.9,47,93,45,6.15,man beats daughter death blank phone calls,autorickshaw driver andhra pradeshs vijayawada thrashed yearold daughter death friday getting irritated series blank calls suspecting calls meant daughter man assaulted failed tell caller family members tried secretively perform rites
Instagram,00:01.7,612,144,242,24.58,need change political india varun gandhi,asserting people greater say democracy bjp mp varun gandhi friday said need change political india people vote basis caste religion region candidate way country forward added
Twitter,04:53.3,609,173,199,40.22,artists make foot portrait donald trump using coins,ukrainian artists daniel green daria marchenko sevenfoottall portrait president donald trump using coins casino tokens adding president talks money artists said wanted backdrop global problems posed humanity trump talks money problem money petty
Twitter,23:56.1,419,78,12,11.08,iafs jaguar jet crashes gujarat nd incident hrs,jaguar fighter jet indian air force crashed gujarats jamnagar friday morning routine training session pilot managed eject safely aircraft developed snags landing second incident hours jaguar jet crashed gujarats kutch tuesday killing air commodore sanjay chauhan
Twitter,59:51.6,737,103,4,22.2,polar bears starving melting arctic ice study,polar bears need kilocalories day prime hunting season spring stay healthy according usbased researchers researchers bears study lost kg just days catch seals melting arctic sea ice triggering fears extinction
Instagram,50:31.7,43,124,9,5.39,rahul stole bjp mp shatrughan lok sabha debate,sidelined bjp mp shatrughan sinha saturday said congress president rahul gandhi stole lok sabha debate noconfidence motion government apparent jibe pm narendra modi shatrughan tweeted people enjoyed oratory skills wished speech shorter instead hrs making impactful
Instagram,22:15.4,261,17,266,24.87,hurriyat leaders booked receiving money pak let,national investigation agency nia booked prominent hurriyat leaders allegedly receiving money pakistani sources lashkaretaiba stir violence jammu kashmir india today report hurriyat leaders caught camera admitting pakistans funding violence kashmir money routed hawala nia official reportedly said
Facebook,03:54.6,545,107,4,15.55,cong failed opposition disconnected people pm modi,claiming agenda congress level false charges government prime minister narendra modi saturday said past years congress disconnected people failed opposition pm modi said congress tenure centre mired corruption
Facebook,44:05.8,644,67,141,56.91,bunked school watch big b films theatres kapil dev,cricketer kapil dev revealed used bunk school order watch amitabh bachchans films theatres said interviewing bachchan bollywood journey upcoming film dev revealed seen trailer film excited movies release
Instagram,11:23.9,806,197,88,61.81,indian squash player registers st straight intl win,indian squash player harinder pal sandhu won st international game trot fifth consecutive title winning malaysian squash tour x event kuala lumpur friday sandhu registered careers th international title unbeaten international circuit months sandhu compete macau open later month
LinkedIn,59:08.7,290,38,5,10.32,censor board orders sony tv air danish girl,censor board asked sony pictures networks channel sony le plex hd cancel broadcast oscarwinning film danish girl biographical film stars eddie redmayne leading role portraying lili elbe known people undergo sex reassignment surgery board said films subject unsuitable children
Facebook,34:11.9,778,114,234,31.96,monkeys enter mcd headquarters cong leader blames security,monkeys strayed headquarters building north south delhi municipal corporations triggering chaos staff security ndmc congress leader mukesh goel alleged negligence security demanded inquiry incident questioned functioning veterinary department controlling population stray animals
Twitter,16:16.8,308,4,380,86.5,ignored paks nuclear proliferation counter india docs,ignored pakistans nuclear proliferation s counter indias nuclear weapons declassified documents showed pakistani dictator general ziaulhaq chinese vice premier deng xiaoping convinced aid pakistan claiming india prosoviet ignored pakistans nuclear programme gain support soviet invasion afghanistan
Facebook,45:36.7,964,94,250,74.66,record number condoms given winter olympics,condoms set available event winter olympics pyeongchang set record number condoms handed winter olympics total athletes set pyeongchang equates average condoms sportsman sportswoman
LinkedIn,41:49.4,101,194,493,66.89,pak journalist confuses arnab goswami riteish deshmukh,pakistani journalist ahmer naqvi post twitter confused journalist arnab goswami actor riteish deshmukh joke naqvi tweeted photo billboard advertisement goswamis republic tv caption ritesh deshmukh national migraine later deshmukh responded naqvis post picture captioned btw thats migraine look
LinkedIn,40:37.9,974,22,219,38.21,baby dies slipping mothers arms th floor,monthold girl died thursday accidentally slipped mothers arms tenth floor building mumbais andheri east baby allegedly window mother holding fell mother tried picking phone police said foul play suspected
Twitter,38:43.7,52,78,181,13.21,billionaire buffetts face appear coke cans china,billionaire warren buffetts face appear cans cherry coke china limited period company announced buffett biggest investor beverage giant firm berkshire hathaway owning stake holding valued billion notably buffett said drinks cans coke day
Facebook,20:00.6,221,45,446,58.5,people like troll swara opinion sonam,supporting swara bhasker trolled calling pakistan failing state sonam kapoor said think people just like troll opinion swara remark asked film veere di wedding banned pakistan following statement slammed pakistani actress urwa hocane
Twitter,13:35.4,54,168,28,9.09,amit shah falls mp roadshow escapes unhurt,ahead assembly elections state bjp president amit shah slipped vehicle campaigning party madhya pradesh saturday shah escaped unhurt bodyguards quickly offered support madhya pradesh ruled bjp polls november
Instagram,39:45.9,725,175,10,20.37,death toll portugal forest fires rises,death toll portugal forest fires risen injured possibly deadliestever forest blaze atlantic coastal country nearly firefighters vehicles dispatched tackle blaze broke saturday portugal declared days national mourning victims
LinkedIn,18:04.1,360,99,412,89.52,zayn invited guest biebers india concert report,reports organisers singer justin biebers india concert invited british singer zayn malik celebrity guest biebers india purpose tour scheduled mumbai promoters expecting lot celebrities concert including international artistes india reportedly viewed hot destination global celebrities
Instagram,04:54.8,122,48,461,14.12,iit kharagpur introduce vastu shastra courses report,iit kharagpur decided introduce vastu shastra courses undergraduate postgraduate students report faculty members reportedly believe vastu studies arent rooted religion instead scientific basis introduction open new avenues recent times leading architects considering following vastu features said faculty member
LinkedIn,57:01.4,502,117,385,37.94,goes gut feeling thinking rahul sonia,speaking hindustan times leadership summit congress chief rahul gandhi revealed difference mother sonias leadership styles saying goes gut feeling goes thinking tend listen used listen listen added
LinkedIn,11:39.5,134,46,19,5.01,akshay praises fans rap video toilet ek prem katha,akshay kumar took twitter share fans rap video upcoming film toilet ek prem katha praised video fan named abhishek bhatt wrote video thank mr khiladi inspiring films plot aligned principles pm narendra modis swachh bharat abhiyaan
Facebook,32:09.2,527,152,243,18.86,kamal haasan tn cm day director alphonse,filmmaker alphonse puthren wrote facebook post kamal haasan chief minister tamil nadu day similar storyline film mudhalvan hope happens soon government level innovative ideas added alphonse said said wrong forgiven
Instagram,32:15.9,651,180,224,25.5,socalled ally bdesh threat indias security minister,minister state home hansraj ahir thursday said bangladesh posed big challenge indias security just like china pakistan bangladesh socalled friend evidently caused india harm illegal intrusion added said government using modern technology curb intrusion including bangladesh
Twitter,24:16.1,258,81,109,11.69,dera qurbani wing threatens kill opposing ram rahim,qurbani wing dera sacha sauda issued threat letter journalists police dera followers read kill opposing gurmeet ram rahim wing letter accused bjp government cheating sect mentions names media houses spoke wrote dera chief
Facebook,59:24.9,375,80,385,64.02,pak army actively participated mutilation soldiers jaitley,following mutilation indian soldiers loc defence minister arun jaitley said circumstances indicated barbaric act carried active participation pakistan army fact cover firings provided carried act helped escape heavily guarded border indicates armys indulgence added
Instagram,16:14.8,77,93,338,18.3,sikh peace activist shot dead pakistan,sikh peace activist charanjeet singh shot dead tuesday assailants bike pakistans peshawar motive attack established local political leaders reportedly suspect involvement countrys spy agency isi targeted killing sikh man assassination sikh minorities minister
Instagram,52:11.5,714,63,306,46.16,pak using shrine donations fund spies india report,pakistans interservices intelligence using donations collected shrines fund terrorism activities india according reports intelligence agencies rajasthan police unearthed funding network interrogating isi spy arrested week remote village barmer district police officials said funds distributed spies
Twitter,01:59.8,869,134,307,124.76,citizens voluntarily enrolled aadhaar government,centre friday told supreme court countrys population voluntarily registered aadhaar card added aadhaar widely held form identity document crore people possessing country crore ration card crore pan card crore passport crore driving licence holders
LinkedIn,50:57.4,402,75,5,29.18,shooting kedarnath resumes amid controversy,shooting sushant singh rajput sara ali khans kedarnath resumed amid controversy surrounding director abhishek kapoor producers picture captioned jai shiv shambhoo shared sushant seen sara kapoor earlier producers filed lawsuit kapoor saying delayed shooting caused monetary loss
Facebook,38:13.9,89,190,415,19.13,smriti irani shares paragliding video instagram,textile minister smriti irani thursday shared video paragliding instagram captioned tbt paragliding capital india bir billing wud wondering did land earlier posted photo doing yoga captioned said fat flexible
Instagram,05:28.9,630,8,12,22.89,using sundimming chemicals slow warming feasible,idea spraying sundimming chemicals earths atmosphere slow global warming faces feasible leaked united nations report citing safety concerns chemicals disrupt global weather patterns halting years lead hightemperature rise greenhouse gases continue build atmosphere report mentioned
LinkedIn,11:28.6,780,71,351,32.34,tharoor gets condolence calls shashi kapoors death,congress leader shashi tharoor tweeted office received condolence calls following demise veteran actor shashi kapoor monday reports demise exaggerated premature added tharoor calls came times tweet madhur bhandarkars condolence message shashis demise typographical error wrote tharoors instead
Instagram,19:59.6,35,196,458,22.72,china confirms detention interpol chief,china said interpol president meng hongwei reported missing investigation unspecified violations law family contact left interpol headquarters french city lyon september hongweis wife said sent emoji knife disappeared
Twitter,03:51.2,809,55,37,37.73,lived small house slept floor google ceo pichai,remembering childhood home chennai google ceo sundar pichai said lived kind modest house shared tenants sleep living room floor houses refrigerators finally got big deal said pichai joined google studying iit kharagpur stanford university
Facebook,46:38.2,578,125,314,126.65,molested adopted daughter director woody allen,oscar winning director woody allen said molested adopted daughter dylan farrow response dylans public tv interview allegedly molested seven woody added farrow family using times movement repeat allegation discredited thorough investigation years ago
LinkedIn,05:27.9,11,113,165,8.65,cctvs failed hour evm storage room mp admits ec,election commission ec admitted cctv cameras installed electronic voting machines evms storage room bhopal madhya pradesh did function hour power cut inverter generator installed order ensure continuous electricity supply ec said adding machines perfectly safe
Twitter,20:56.8,834,180,171,82.93,indias st govtsponsored transgender poet meet organised,indias governmentsponsored transgender poets meet organised tuesday sahitya akademi west bengals kolkata participant got minutes recite poems guest transgender poets reciting event meet chaired indias transgender college principal manabi bandyopadhyay thanked akademi support community
Twitter,53:44.5,253,8,307,34.93,trumps daughter unpaid white house employee,president donald trumps daughter ivanka trump wednesday said work white house unpaid advisory role president clarified subject rules federal employees comes plans serve father informal capacity criticised ethics experts
Instagram,46:21.8,774,166,359,29.56,scientists use sound waves sew thread fabric,uk spainbased researchers successfully used sound waves sew thread piece fabric applied novel algorithm controls array small loudspeakers allows create intricate tweezerlike acoustic fields scientist said scientists said acoustic systems advantage optical laser ones
Twitter,04:06.7,971,44,38,38.49,site promises track phones intercept texts,online platform tor hidden service offers access telecoms private ss network month access used intercept texts track location individual phone cut cellular service entirely customers claimed paid sites fee ignored sites manager
Instagram,07:38.0,722,60,84,19.8,kangana denies allegation paying brokerage mumbai house,kangana ranaut denied allegations paying brokerage fee house mumbais pali hill police complaint registered kangana sister rangoli real estate broker kangana said complainant paid brokerage close lakh industry standards asking brokerage
LinkedIn,23:39.2,908,102,140,70.34,worlds nd costliest player debuts barcelona win,philippe coutinho recently worlds secondmost expensive footballer debut barcelona win espanyol copa del rey thursday liverpool player million earlier month replaced barcelona captain andrs iniesta minute mark match saw firsthalf goals luis suarez lionel messi
LinkedIn,18:49.2,375,92,299,22.97,aishwarya rai slams media misbehaving charity event,actress aishwarya rai bachchan slammed media persons photographers reportedly misbehaving charity event held memory late father krishnaraj rai event held hospital organised charity foundation provides free cleft palate surgery children respect film premiere said aishwarya
Facebook,56:35.0,324,33,131,29.19,joke wasnt relationship anup jalota jasleen,eviction bigg boss saturday yearold singer jasleen matharu revealed dated yearold singer anup jalota romantic relationship just joke anup ji told salman entering gurushishya thought playing prank salman said jasleen thought anup ji clear unexpectedly kept quiet added
LinkedIn,49:32.6,869,162,351,164.13,injured mumbai local stations stairs collapse,people suffered injuries stairs foot overbridge near mumbais charni road station collapsed saturday night claiming stairs collapsed demolished brihanmumbai municipal corporation bmc said remaining bridge removed railway officials said problems pertaining bridge recently discussed bmc
Twitter,17:45.7,812,127,213,52.77,millionth test run came india years tests,millionth run test cricket scored australias allan border india october th test wankhede stadium mumbai run came bowling debutant raju kulkarni years australian opener charles bannerman scored test run england melbourne
Facebook,11:42.0,666,152,383,41.51,trains delayed station master gets drunk falls asleep,trains delayed uttar pradesh friday red signal moradabad division did turn green station master fallen asleep getting drunk reports said northern railways suspended dereliction duty ordered inquiry kind behaviour duty unacceptable officials said
Twitter,20:01.7,413,183,27,28.96,intellectual giant pm modi kuldip nayars demise,extending condolences demise veteran journalist kuldip nayar pm narendra modi tweeted kuldip nayar intellectual giant times frank fearless views work spanned decades strong stand emergency public service commitment better india remembered pm modi added
Twitter,04:35.9,165,157,478,17.22,rahuls germany speech didnt air live tech glitch cong,congress said party chief rahul gandhis speech addressing indian overseas congress germany broadcasted live videosharing platform youtube technical glitch gandhi twoday visit germany earlier called parliamentarians discuss trade jobs scheduled visit uk
Instagram,59:46.2,437,122,221,130.43,man draws govt fund times pretext making toilet,man bihar drawn government funds pretext construction toilets house times officials said used different identity cards draw nearly lakh officials added state government providing family construction toilets rural urban households year
Twitter,19:51.1,121,23,247,12.38,eye injury forced mark boucher end career dismissals,south african wicketkeeper mark boucher retired international cricket fielding dismissals cricketer history sustaining eye injury boucher turned monday hit bail left eye tour match england dismissals came wicketkeeper
LinkedIn,57:47.4,995,68,56,50.13,railways start economy ac coach fares ac,indian railways set introduce economy ac coaches trains fares lower existing ac class trains new proposed threetier class fully airconditioned existing ac ac ac classes trains automated doors expected increased passenger capacity
Instagram,39:38.1,164,73,428,50.53,kerala refuses cut tax fuel centre reduces,kerala government thursday refused reduce state taxes fuel stating cut prices centre brings taxes fuel level modi government raised excise duty diesel petrol litre state finance minister tm thomas isaac said centre announced cut fuel prices
Facebook,27:46.8,612,186,326,23.67,colombians missed penalties vs england death threats,colombian footballers mateus uribe carlos bacca missed penalties england team crashed world cup tuesday subjected abuse death threats fans social media posts urged players kill asked return colombia youre worse cancer post targeting bacca read
Facebook,23:52.4,844,161,480,131.65,audiences throw star kids like bad apples says ekta,tvfilm producer ekta kapoor said audience does want star kids throw like bad apples ekta added bollywood promotes relative friend usually film curiosity value star kid doesnt work arent cast
Twitter,28:06.1,278,64,73,12.7,stop ads papers print antinational articles mha jk,letter dated october ministry home affairs asked jammu kashmir government stop advertising local newspapers publish antinational articles ministry asked state government deal problem strictly newspapers state publishing highly radicalised content glamorising terrorists antinational elements
Twitter,42:35.4,256,101,5,10.71,scared comment tvf sexual harassment row tanmay,standup comedian tanmay bhat said scared comment sexual harassment row involving arunabh kumar founder ceo online entertainment startup viral fever tvf added topic sensitive dont trust media report exactly said controlling say wrote twitter
Twitter,12:00.3,415,151,350,52.22,human trafficking victims rescued west africa,international police organisation interpol rescued victims human trafficking including minors simultaneous raids west africa interpol arrested people suspected forcing victims activities ranging begging prostitution comes amid reports migrants heading europe sold slaves libya
Facebook,27:04.1,939,67,57,25.09,im prime minister sri lankas sacked pm wickremesinghe,sri lankas sacked prime minister ranil wickremesinghe said commands majority parliament pm wickremesinghe sacked sri lankan president maithripala sirisena week called illegal wickremesinghe added leave office unless fails floor test
Instagram,40:53.7,267,90,85,26.84,difficult say syrian intervention uk,british foreign secretary boris johnson said difficult uk refuse military assistance syria asks johnsons comments seen departure uks policy intervention syria notably uk accused syrian government chemical attack earlier month
Facebook,21:52.2,785,133,229,65.51,microsoft developing ai draw textbased images,microsoft developing artificial intelligence technology ai generate images based text descriptions company said called drawing bot produces nearly threefold boost image quality compared previous stateoftheart technique texttoimage generation adds details images werent text indicating artificial imagination
LinkedIn,49:01.5,230,52,401,17.63,guard shot judges wife son sent police custody,personal security officer mahipal singh shot wife son gurugram judge krishan kant sent fourday police custody wife succumbed injuries sunday kants yearold son declared brain dead life support pso reportedly confessed police felt possessed time shooting
Instagram,01:57.7,904,45,189,97.93,seat sharing discussed appropriate time akhilesh,samajwadi party chief akhilesh yadav today said decision seat sharing party mayawatiled bsp lok sabha elections adding discuss appropriate time samajwadis big heart added statements came reports claimed bsp demanding seats
Facebook,54:13.1,432,108,21,21.43,microbes used stop frothing bengaluru lake,bangalore development authority reportedly enlisted help mumbaibased expert bring frothing bellandur lake using organic culture microbes foam reduced height litres culture emptied lake officials said test microbes reportedly digest ammonia methane cause foaming
Facebook,37:32.1,997,121,296,105.52,people die dry bihar consuming illicit liquor,people died critical condition allegedly consumed illicit liquor bihars danwar village friday following incident police officials kachwa police station suspended remaining officials transferred police lines bihar government prohibited sale consumption liquor
LinkedIn,43:50.3,416,21,327,62.27,afghanistan ireland play odis tis test dehradun,afghanistan ireland cricket teams play odis tis oneoff test dehradun test match irelands overseas test overall second test match recentlyinducted test teams matches played rajiv gandhi international cricket stadium
Facebook,14:45.5,746,35,58,76.9,dhfl shares plunge following reports govt probe,dewan housing finance dhfl shares thursday fell reports said government launched probe companys alleged fund diversion media report accused dhfls controlling shareholders wadhawans diverting funds worth crore including loans staterun banks shell firms company said received communication government
Instagram,18:20.0,203,23,26,14.63,amitabh bachchan rejected india radio,amitabh bachchan rejected india radio applied radio network finishing university education revealed looking jobs auditioned english hindi wednesday marked th birthday amitabh film debut voice narrator bengali film bhuvan shome
Instagram,43:17.6,954,121,165,32.44,baseball player fired old video shows beating partner,danry vasquez venezuelan baseball player fired club lancaster barnstormers video emerged beating girlfriend video shows vasquez hitting girlfriend descend flight stairs shot incident happened vasquez played club arrested suspicion family violence
Facebook,27:41.5,10,171,33,4.93,yr relationship went flames big b vinod khanna,actor amitabh bachchan mourning demise friend vinod khanna tweeted today day saw yearlong relationship going flames penned blog post describing khanna big star selfless concern presence crowded room wrote
Instagram,11:40.9,288,51,248,14.21,google announces android version gb ram phones,technology major google wednesday announced optimised version android operating entrylevel phones gb ram called android os use memory storage data normal android versions google play store highlight apps mb space run cheaper devices
Instagram,08:47.1,897,56,67,153.61,indigo moves delhi hc dial terminal issue,indigo moved delhi high court challenge delhi airport operator dials decision asking airline partially shift operations terminal terminal official said dial asked airlines operating t shift onethird flights enable expand terminal indigo claims partial shift strain operations
Instagram,35:11.7,921,166,497,32.65,fb staff leaving star portal ratings amazon report,new york times columnist kevin roose took twitter point star reviewers names amazon facebooks portal brand smart displays matched employees reviews marked amazon verified suggesting products genuinely purchased roose pointed leaving reviews employers products amazons rules
LinkedIn,07:40.5,199,146,437,24.08,wish kangana gets costars future shahid,actor shahid kapoor said hopes kangana ranaut gets costars future added kangana thing oneliners dont believe publicising film activity promotions film rangoon kangana said nightmare sharing cottage shahid films shoot
Twitter,00:02.8,437,88,40,25.08,janhvi trying like mother sridevi boney,filmmaker boney kapoor said daughter janhvi kapoor trying like mother sridevi added trying good sridevi iconic figure daughter janhvi ape said daughter individuality
Facebook,42:16.7,257,179,145,13.12,andhra school principal booked thrashing tribal students,principal governmentrun tribal welfare residential school andhra pradeshs nellore booked videos photographs brutally hitting students surfaced online accused seen kicking students hitting sticks banging students head pillar teacher school took videos shared police said
Instagram,45:27.4,271,162,60,15.83,india afraid facing pakistan pakistan captain sarfraz,pakistan cricket teams current limited overs captain sarfraz ahmed claims indian cricket team afraid playing pakistan india reluctant hold bilateral ties try win india champions trophy main thing team fight success teams sarfraz added
LinkedIn,43:54.3,509,76,385,45.26,wont oath protem speaker tgana bjp mla,telangana bjp mla raja singh sunday said swearingin ceremony presence protem speaker aimim party wants vanish hindus singh accused aimim patriotic stating sing vande mataram say bharat mata ki jai swearingin ceremony scheduled january
Facebook,52:23.7,480,60,46,19.21,kapils team steal comedians joke kiku,comedian kiku sharda said theres reason kapil sharmas team steal jokes think tank fall kiku said response comedian abijit gangulys allegation copied abijits joke kapil sharma added track cracked joke whenn
Twitter,20:59.1,780,117,179,21.69,navy veteran murdered indian techie sentenced life,navy veteran sentenced life imprisonment killing indian engineer srinivas kuchibhotla hate crime kansas city bar february year veteran sentenced months imprisonment attempted murder heard shouting country shooting kuchibhotla
Instagram,33:25.8,874,60,112,21.06,pressure producers kriti housefull,kriti kharbanda asked shes feeling pressure upcoming film housefull said think pressure producers actor producers director making sure parts superhit fourth added
LinkedIn,16:42.3,295,9,372,14.56,isro test fly animal human space mission,isro chief k sivan said indian space agency plans test fly living like live animals test flights sending human beings space sivan added corrective actions taken based data received test flights test animal required
Instagram,26:16.8,972,138,150,28.23,tencent loses bn mcap china gaming restrictions,tencent holdings market value dropped billion shares fell china announced plans curb videogames tackle myopia children policy limit number new online games restrict playing time develop agerestriction tencent lost billion market value peak january
Facebook,01:03.2,248,20,303,20.76,boy scouts mexico deny claims praising trump,mexican president enrique pea nieto boy scouts refuted president donald trumps claims received calls praising immigration policies speechmaking abilities white house press secretary sarah sanders acknowledged president did speak phone declined say trump lying having phone conversations
